"","Mean","Inf","Sup"
"TaxaErro",0.161123452872104,0.138899328059322,0.183347577684886
"Precisao",0.88013808186002,0.848735290792229,0.91154087292781
"Cobertura",0.838276287477741,0.79889821140279,0.877654363552693
"Fmeasure",0.857145497979906,0.833843005994979,0.880447989964833
